pattern_id,main_mask,degree,exp_list,exp_mons
65,15,4,"[m2,m3,m14,m15]",x1 + x0x1 + x1x2x3 + x0x1x2x3
66,15,4,"[m2,m7,m10,m15]",x1 + x0x1x2 + x1x3 + x0x1x2x3
67,15,4,"[m2,m15]",x1 + x0x1x2x3
68,15,4,"[m2,m6,m11,m15]",x1 + x1x2 + x0x1x3 + x0x1x2x3
69,15,4,"[m1,m3,m5,m7,m9,m11,m13,m15]",x0 + x0x1 + x0x2 + x0x1x2 + x0x3 + x0x1x3 + x0x2x3 + x0x1x2x3
70,15,4,"[m1,m3,m13,m15]",x0 + x0x1 + x0x2x3 + x0x1x2x3
71,15,4,"[m1,m7,m9,m15]",x0 + x0x1x2 + x0x3 + x0x1x2x3
72,15,4,"[m1,m15]",x0 + x0x1x2x3
73,15,4,"[m1,m5,m11,m15]",x0 + x0x2 + x0x1x3 + x0x1x2x3
74,15,4,"[m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15]",1 + x0 + x1 + x0x1 + x2 + x0x2 + x1x2 + x0x1x2 + x3 + x0x3 + x1x3 + x0x1x3 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3
75,15,4,"[m0,m1,m2,m3,m12,m13,m14,m15]",1 + x0 + x1 + x0x1 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3
76,15,4,"[m0,m1,m6,m7,m8,m9,m14,m15]",1 + x0 + x1x2 + x0x1x2 + x3 + x0x3 + x1x2x3 + x0x1x2x3
77,15,4,"[m0,m1,m14,m15]",1 + x0 + x1x2x3 + x0x1x2x3
78,15,4,"[m0,m1,m4,m5,m10,m11,m14,m15]",1 + x0 + x2 + x0x2 + x1x3 + x0x1x3 + x1x2x3 + x0x1x2x3
79,15,4,"[m0,m3,m4,m7,m8,m11,m12,m15]",1 + x0x1 + x2 + x0x1x2 + x3 + x0x1x3 + x2x3 + x0x1x2x3
80,15,4,"[m0,m3,m12,m15]",1 + x0x1 + x2x3 + x0x1x2x3
81,15,4,"[m0,m7,m8,m15]",1 + x0x1x2 + x3 + x0x1x2x3
82,15,4,"[m0,m15]",1 + x0x1x2x3
83,15,4,"[m0,m4,m11,m15]",1 + x2 + x0x1x3 + x0x1x2x3
84,15,4,"[m0,m2,m5,m7,m8,m10,m13,m15]",1 + x1 + x0x2 + x0x1x2 + x3 + x1x3 + x0x2x3 + x0x1x2x3
85,15,4,"[m0,m5,m10,m15]",1 + x0x2 + x1x3 + x0x1x2x3
86,15,4,"[m0,m2,m13,m15]",1 + x1 + x0x2x3 + x0x1x2x3
87,15,4,"[m0,m2,m4,m6,m9,m11,m13,m15]",1 + x1 + x2 + x1x2 + x0x3 + x0x1x3 + x0x2x3 + x0x1x2x3
88,15,4,"[m0,m6,m9,m15]",1 + x1x2 + x0x3 + x0x1x2x3
89,16,1,"[m0,m16]",1 + x4
90,17,2,"[m16,m17]",x4 + x0x4
91,17,2,"[m1,m17]",x0 + x0x4
92,17,2,"[m0,m1,m16,m17]",1 + x0 + x4 + x0x4
93,17,2,"[m0,m17]",1 + x0x4
94,19,3,"[m18,m19]",x1x4 + x0x1x4
95,19,3,"[m17,m19]",x0x4 + x0x1x4
96,19,3,"[m16,m17,m18,m19]",x4 + x0x4 + x1x4 + x0x1x4
97,19,3,"[m16,m19]",x4 + x0x1x4
98,19,3,"[m3,m19]",x0x1 + x0x1x4
99,19,3,"[m2,m3,m18,m19]",x1 + x0x1 + x1x4 + x0x1x4
100,19,3,"[m2,m19]",x1 + x0x1x4
101,19,3,"[m1,m3,m17,m19]",x0 + x0x1 + x0x4 + x0x1x4
102,19,3,"[m1,m19]",x0 + x0x1x4
103,19,3,"[m0,m1,m2,m3,m16,m17,m18,m19]",1 + x0 + x1 + x0x1 + x4 + x0x4 + x1x4 + x0x1x4
104,19,3,"[m0,m1,m18,m19]",1 + x0 + x1x4 + x0x1x4
105,19,3,"[m0,m3,m16,m19]",1 + x0x1 + x4 + x0x1x4
106,19,3,"[m0,m19]",1 + x0x1x4
107,19,3,"[m0,m2,m17,m19]",1 + x1 + x0x4 + x0x1x4
108,20,2,"[m16,m20]",x4 + x2x4
109,20,2,"[m4,m20]",x2 + x2x4
110,20,2,"[m0,m4,m16,m20]",1 + x2 + x4 + x2x4
111,20,2,"[m0,m20]",1 + x2x4
112,21,3,"[m20,m21]",x2x4 + x0x2x4
113,21,3,"[m17,m21]",x0x4 + x0x2x4
114,21,3,"[m16,m17,m20,m21]",x4 + x0x4 + x2x4 + x0x2x4
115,21,3,"[m16,m21]",x4 + x0x2x4
116,21,3,"[m5,m21]",x0x2 + x0x2x4
117,21,3,"[m4,m5,m20,m21]",x2 + x0x2 + x2x4 + x0x2x4
118,21,3,"[m4,m21]",x2 + x0x2x4
119,21,3,"[m1,m5,m17,m21]",x0 + x0x2 + x0x4 + x0x2x4
120,21,3,"[m1,m21]",x0 + x0x2x4
121,21,3,"[m0,m1,m4,m5,m16,m17,m20,m21]",1 + x0 + x2 + x0x2 + x4 + x0x4 + x2x4 + x0x2x4
122,21,3,"[m0,m1,m20,m21]",1 + x0 + x2x4 + x0x2x4
123,21,3,"[m0,m5,m16,m21]",1 + x0x2 + x4 + x0x2x4
124,21,3,"[m0,m21]",1 + x0x2x4
125,21,3,"[m0,m4,m17,m21]",1 + x2 + x0x4 + x0x2x4
126,26,3,"[m24,m26]",x3x4 + x1x3x4
127,26,3,"[m18,m26]",x1x4 + x1x3x4
128,26,3,"[m16,m18,m24,m26]",x4 + x1x4 + x3x4 + x1x3x4
129,26,3,"[m16,m26]",x4 + x1x3x4
130,26,3,"[m10,m26]",x1x3 + x1x3x4
131,26,3,"[m8,m10,m24,m26]",x3 + x1x3 + x3x4 + x1x3x4
132,26,3,"[m8,m26]",x3 + x1x3x4
133,26,3,"[m2,m10,m18,m26]",x1 + x1x3 + x1x4 + x1x3x4
134,26,3,"[m2,m26]",x1 + x1x3x4
135,26,3,"[m0,m2,m8,m10,m16,m18,m24,m26]",1 + x1 + x3 + x1x3 + x4 + x1x4 + x3x4 + x1x3x4
136,26,3,"[m0,m2,m24,m26]",1 + x1 + x3x4 + x1x3x4
137,26,3,"[m0,m10,m16,m26]",1 + x1x3 + x4 + x1x3x4
138,26,3,"[m0,m26]",1 + x1x3x4
139,26,3,"[m0,m8,m18,m26]",1 + x3 + x1x4 + x1x3x4
140,31,5,"[m30,m31]",x1x2x3x4 + x0x1x2x3x4
141,31,5,"[m29,m31]",x0x2x3x4 + x0x1x2x3x4
142,31,5,"[m28,m29,m30,m31]",x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
143,31,5,"[m28,m31]",x2x3x4 + x0x1x2x3x4
144,31,5,"[m27,m31]",x0x1x3x4 + x0x1x2x3x4
145,31,5,"[m26,m27,m30,m31]",x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
146,31,5,"[m26,m31]",x1x3x4 + x0x1x2x3x4
147,31,5,"[m25,m27,m29,m31]",x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
148,31,5,"[m25,m31]",x0x3x4 + x0x1x2x3x4
149,31,5,"[m24,m25,m26,m27,m28,m29,m30,m31]",x3x4 + x0x3x4 + x1x3x4 + x0x1x3x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
150,31,5,"[m24,m25,m30,m31]",x3x4 + x0x3x4 + x1x2x3x4 + x0x1x2x3x4
151,31,5,"[m24,m27,m28,m31]",x3x4 + x0x1x3x4 + x2x3x4 + x0x1x2x3x4
152,31,5,"[m24,m31]",x3x4 + x0x1x2x3x4
153,31,5,"[m24,m26,m29,m31]",x3x4 + x1x3x4 + x0x2x3x4 + x0x1x2x3x4
154,31,5,"[m23,m31]",x0x1x2x4 + x0x1x2x3x4
155,31,5,"[m22,m23,m30,m31]",x1x2x4 + x0x1x2x4 + x1x2x3x4 + x0x1x2x3x4
156,31,5,"[m22,m31]",x1x2x4 + x0x1x2x3x4
157,31,5,"[m21,m23,m29,m31]",x0x2x4 + x0x1x2x4 + x0x2x3x4 + x0x1x2x3x4
158,31,5,"[m21,m31]",x0x2x4 + x0x1x2x3x4
159,31,5,"[m20,m21,m22,m23,m28,m29,m30,m31]",x2x4 + x0x2x4 + x1x2x4 + x0x1x2x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
160,31,5,"[m20,m21,m30,m31]",x2x4 + x0x2x4 + x1x2x3x4 + x0x1x2x3x4
161,31,5,"[m20,m23,m28,m31]",x2x4 + x0x1x2x4 + x2x3x4 + x0x1x2x3x4
162,31,5,"[m20,m31]",x2x4 + x0x1x2x3x4
163,31,5,"[m20,m22,m29,m31]",x2x4 + x1x2x4 + x0x2x3x4 + x0x1x2x3x4
164,31,5,"[m19,m23,m27,m31]",x0x1x4 + x0x1x2x4 + x0x1x3x4 + x0x1x2x3x4
165,31,5,"[m19,m31]",x0x1x4 + x0x1x2x3x4
166,31,5,"[m18,m19,m22,m23,m26,m27,m30,m31]",x1x4 + x0x1x4 + x1x2x4 + x0x1x2x4 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
167,31,5,"[m18,m19,m30,m31]",x1x4 + x0x1x4 + x1x2x3x4 + x0x1x2x3x4
168,31,5,"[m18,m23,m26,m31]",x1x4 + x0x1x2x4 + x1x3x4 + x0x1x2x3x4
169,31,5,"[m18,m31]",x1x4 + x0x1x2x3x4
170,31,5,"[m18,m22,m27,m31]",x1x4 + x1x2x4 + x0x1x3x4 + x0x1x2x3x4
171,31,5,"[m17,m19,m21,m23,m25,m27,m29,m31]",x0x4 + x0x1x4 + x0x2x4 + x0x1x2x4 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
172,31,5,"[m17,m19,m29,m31]",x0x4 + x0x1x4 + x0x2x3x4 + x0x1x2x3x4
173,31,5,"[m17,m23,m25,m31]",x0x4 + x0x1x2x4 + x0x3x4 + x0x1x2x3x4
174,31,5,"[m17,m31]",x0x4 + x0x1x2x3x4
175,31,5,"[m17,m21,m27,m31]",x0x4 + x0x2x4 + x0x1x3x4 + x0x1x2x3x4
176,31,5,"[m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31]",x4 + x0x4 + x1x4 + x0x1x4 + x2x4 + x0x2x4 + x1x2x4 + x0x1x2x4 + x3x4 + x0x3x4 + x1x3x4 + x0x1x3x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
177,31,5,"[m16,m17,m18,m19,m28,m29,m30,m31]",x4 + x0x4 + x1x4 + x0x1x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
178,31,5,"[m16,m17,m22,m23,m24,m25,m30,m31]",x4 + x0x4 + x1x2x4 + x0x1x2x4 + x3x4 + x0x3x4 + x1x2x3x4 + x0x1x2x3x4
179,31,5,"[m16,m17,m30,m31]",x4 + x0x4 + x1x2x3x4 + x0x1x2x3x4
180,31,5,"[m16,m17,m20,m21,m26,m27,m30,m31]",x4 + x0x4 + x2x4 + x0x2x4 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
181,31,5,"[m16,m19,m20,m23,m24,m27,m28,m31]",x4 + x0x1x4 + x2x4 + x0x1x2x4 + x3x4 + x0x1x3x4 + x2x3x4 + x0x1x2x3x4
182,31,5,"[m16,m19,m28,m31]",x4 + x0x1x4 + x2x3x4 + x0x1x2x3x4
183,31,5,"[m16,m23,m24,m31]",x4 + x0x1x2x4 + x3x4 + x0x1x2x3x4
184,31,5,"[m16,m31]",x4 + x0x1x2x3x4
185,31,5,"[m16,m20,m27,m31]",x4 + x2x4 + x0x1x3x4 + x0x1x2x3x4
186,31,5,"[m16,m18,m21,m23,m24,m26,m29,m31]",x4 + x1x4 + x0x2x4 + x0x1x2x4 + x3x4 + x1x3x4 + x0x2x3x4 + x0x1x2x3x4
187,31,5,"[m16,m21,m26,m31]",x4 + x0x2x4 + x1x3x4 + x0x1x2x3x4
188,31,5,"[m16,m18,m29,m31]",x4 + x1x4 + x0x2x3x4 + x0x1x2x3x4
189,31,5,"[m16,m18,m20,m22,m25,m27,m29,m31]",x4 + x1x4 + x2x4 + x1x2x4 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
190,31,5,"[m16,m22,m25,m31]",x4 + x1x2x4 + x0x3x4 + x0x1x2x3x4
191,31,5,"[m15,m31]",x0x1x2x3 + x0x1x2x3x4
192,31,5,"[m14,m15,m30,m31]",x1x2x3 + x0x1x2x3 + x1x2x3x4 + x0x1x2x3x4
193,31,5,"[m14,m31]",x1x2x3 + x0x1x2x3x4
194,31,5,"[m13,m15,m29,m31]",x0x2x3 + x0x1x2x3 + x0x2x3x4 + x0x1x2x3x4
195,31,5,"[m13,m31]",x0x2x3 + x0x1x2x3x4
196,31,5,"[m12,m13,m14,m15,m28,m29,m30,m31]",x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
197,31,5,"[m12,m13,m30,m31]",x2x3 + x0x2x3 + x1x2x3x4 + x0x1x2x3x4
198,31,5,"[m12,m15,m28,m31]",x2x3 + x0x1x2x3 + x2x3x4 + x0x1x2x3x4
199,31,5,"[m12,m31]",x2x3 + x0x1x2x3x4
200,31,5,"[m12,m14,m29,m31]",x2x3 + x1x2x3 + x0x2x3x4 + x0x1x2x3x4
201,31,5,"[m11,m15,m27,m31]",x0x1x3 + x0x1x2x3 + x0x1x3x4 + x0x1x2x3x4
202,31,5,"[m11,m31]",x0x1x3 + x0x1x2x3x4
203,31,5,"[m10,m11,m14,m15,m26,m27,m30,m31]",x1x3 + x0x1x3 + x1x2x3 + x0x1x2x3 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
204,31,5,"[m10,m11,m30,m31]",x1x3 + x0x1x3 + x1x2x3x4 + x0x1x2x3x4
205,31,5,"[m10,m15,m26,m31]",x1x3 + x0x1x2x3 + x1x3x4 + x0x1x2x3x4
206,31,5,"[m10,m31]",x1x3 + x0x1x2x3x4
207,31,5,"[m10,m14,m27,m31]",x1x3 + x1x2x3 + x0x1x3x4 + x0x1x2x3x4
208,31,5,"[m9,m11,m13,m15,m25,m27,m29,m31]",x0x3 + x0x1x3 + x0x2x3 + x0x1x2x3 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
209,31,5,"[m9,m11,m29,m31]",x0x3 + x0x1x3 + x0x2x3x4 + x0x1x2x3x4
210,31,5,"[m9,m15,m25,m31]",x0x3 + x0x1x2x3 + x0x3x4 + x0x1x2x3x4
211,31,5,"[m9,m31]",x0x3 + x0x1x2x3x4
212,31,5,"[m9,m13,m27,m31]",x0x3 + x0x2x3 + x0x1x3x4 + x0x1x2x3x4
213,31,5,"[m8,m9,m10,m11,m12,m13,m14,m15,m24,m25,m26,m27,m28,m29,m30,m31]",x3 + x0x3 + x1x3 + x0x1x3 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3 + x3x4 + x0x3x4 + x1x3x4 + x0x1x3x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
214,31,5,"[m8,m9,m10,m11,m28,m29,m30,m31]",x3 + x0x3 + x1x3 + x0x1x3 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
215,31,5,"[m8,m9,m14,m15,m24,m25,m30,m31]",x3 + x0x3 + x1x2x3 + x0x1x2x3 + x3x4 + x0x3x4 + x1x2x3x4 + x0x1x2x3x4
216,31,5,"[m8,m9,m30,m31]",x3 + x0x3 + x1x2x3x4 + x0x1x2x3x4
217,31,5,"[m8,m9,m12,m13,m26,m27,m30,m31]",x3 + x0x3 + x2x3 + x0x2x3 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
218,31,5,"[m8,m11,m12,m15,m24,m27,m28,m31]",x3 + x0x1x3 + x2x3 + x0x1x2x3 + x3x4 + x0x1x3x4 + x2x3x4 + x0x1x2x3x4
219,31,5,"[m8,m11,m28,m31]",x3 + x0x1x3 + x2x3x4 + x0x1x2x3x4
220,31,5,"[m8,m15,m24,m31]",x3 + x0x1x2x3 + x3x4 + x0x1x2x3x4
221,31,5,"[m8,m31]",x3 + x0x1x2x3x4
222,31,5,"[m8,m12,m27,m31]",x3 + x2x3 + x0x1x3x4 + x0x1x2x3x4
223,31,5,"[m8,m10,m13,m15,m24,m26,m29,m31]",x3 + x1x3 + x0x2x3 + x0x1x2x3 + x3x4 + x1x3x4 + x0x2x3x4 + x0x1x2x3x4
224,31,5,"[m8,m13,m26,m31]",x3 + x0x2x3 + x1x3x4 + x0x1x2x3x4
225,31,5,"[m8,m10,m29,m31]",x3 + x1x3 + x0x2x3x4 + x0x1x2x3x4
226,31,5,"[m8,m10,m12,m14,m25,m27,m29,m31]",x3 + x1x3 + x2x3 + x1x2x3 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
227,31,5,"[m8,m14,m25,m31]",x3 + x1x2x3 + x0x3x4 + x0x1x2x3x4
228,31,5,"[m7,m15,m23,m31]",x0x1x2 + x0x1x2x3 + x0x1x2x4 + x0x1x2x3x4
229,31,5,"[m7,m31]",x0x1x2 + x0x1x2x3x4
230,31,5,"[m6,m7,m14,m15,m22,m23,m30,m31]",x1x2 + x0x1x2 + x1x2x3 + x0x1x2x3 + x1x2x4 + x0x1x2x4 + x1x2x3x4 + x0x1x2x3x4
231,31,5,"[m6,m7,m30,m31]",x1x2 + x0x1x2 + x1x2x3x4 + x0x1x2x3x4
232,31,5,"[m6,m15,m22,m31]",x1x2 + x0x1x2x3 + x1x2x4 + x0x1x2x3x4
233,31,5,"[m6,m31]",x1x2 + x0x1x2x3x4
234,31,5,"[m6,m14,m23,m31]",x1x2 + x1x2x3 + x0x1x2x4 + x0x1x2x3x4
235,31,5,"[m5,m7,m13,m15,m21,m23,m29,m31]",x0x2 + x0x1x2 + x0x2x3 + x0x1x2x3 + x0x2x4 + x0x1x2x4 + x0x2x3x4 + x0x1x2x3x4
236,31,5,"[m5,m7,m29,m31]",x0x2 + x0x1x2 + x0x2x3x4 + x0x1x2x3x4
237,31,5,"[m5,m15,m21,m31]",x0x2 + x0x1x2x3 + x0x2x4 + x0x1x2x3x4
238,31,5,"[m5,m31]",x0x2 + x0x1x2x3x4
239,31,5,"[m5,m13,m23,m31]",x0x2 + x0x2x3 + x0x1x2x4 + x0x1x2x3x4
240,31,5,"[m4,m5,m6,m7,m12,m13,m14,m15,m20,m21,m22,m23,m28,m29,m30,m31]",x2 + x0x2 + x1x2 + x0x1x2 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3 + x2x4 + x0x2x4 + x1x2x4 + x0x1x2x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
241,31,5,"[m4,m5,m6,m7,m28,m29,m30,m31]",x2 + x0x2 + x1x2 + x0x1x2 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
242,31,5,"[m4,m5,m14,m15,m20,m21,m30,m31]",x2 + x0x2 + x1x2x3 + x0x1x2x3 + x2x4 + x0x2x4 + x1x2x3x4 + x0x1x2x3x4
243,31,5,"[m4,m5,m30,m31]",x2 + x0x2 + x1x2x3x4 + x0x1x2x3x4
244,31,5,"[m4,m5,m12,m13,m22,m23,m30,m31]",x2 + x0x2 + x2x3 + x0x2x3 + x1x2x4 + x0x1x2x4 + x1x2x3x4 + x0x1x2x3x4
245,31,5,"[m4,m7,m12,m15,m20,m23,m28,m31]",x2 + x0x1x2 + x2x3 + x0x1x2x3 + x2x4 + x0x1x2x4 + x2x3x4 + x0x1x2x3x4
246,31,5,"[m4,m7,m28,m31]",x2 + x0x1x2 + x2x3x4 + x0x1x2x3x4
247,31,5,"[m4,m15,m20,m31]",x2 + x0x1x2x3 + x2x4 + x0x1x2x3x4
248,31,5,"[m4,m31]",x2 + x0x1x2x3x4
249,31,5,"[m4,m12,m23,m31]",x2 + x2x3 + x0x1x2x4 + x0x1x2x3x4
250,31,5,"[m4,m6,m13,m15,m20,m22,m29,m31]",x2 + x1x2 + x0x2x3 + x0x1x2x3 + x2x4 + x1x2x4 + x0x2x3x4 + x0x1x2x3x4
251,31,5,"[m4,m13,m22,m31]",x2 + x0x2x3 + x1x2x4 + x0x1x2x3x4
252,31,5,"[m4,m6,m29,m31]",x2 + x1x2 + x0x2x3x4 + x0x1x2x3x4
253,31,5,"[m4,m6,m12,m14,m21,m23,m29,m31]",x2 + x1x2 + x2x3 + x1x2x3 + x0x2x4 + x0x1x2x4 + x0x2x3x4 + x0x1x2x3x4
254,31,5,"[m4,m14,m21,m31]",x2 + x1x2x3 + x0x2x4 + x0x1x2x3x4
255,31,5,"[m3,m7,m11,m15,m19,m23,m27,m31]",x0x1 + x0x1x2 + x0x1x3 + x0x1x2x3 + x0x1x4 + x0x1x2x4 + x0x1x3x4 + x0x1x2x3x4
256,31,5,"[m3,m7,m27,m31]",x0x1 + x0x1x2 + x0x1x3x4 + x0x1x2x3x4
257,31,5,"[m3,m15,m19,m31]",x0x1 + x0x1x2x3 + x0x1x4 + x0x1x2x3x4
258,31,5,"[m3,m31]",x0x1 + x0x1x2x3x4
259,31,5,"[m3,m11,m23,m31]",x0x1 + x0x1x3 + x0x1x2x4 + x0x1x2x3x4
260,31,5,"[m2,m3,m6,m7,m10,m11,m14,m15,m18,m19,m22,m23,m26,m27,m30,m31]",x1 + x0x1 + x1x2 + x0x1x2 + x1x3 + x0x1x3 + x1x2x3 + x0x1x2x3 + x1x4 + x0x1x4 + x1x2x4 + x0x1x2x4 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
261,31,5,"[m2,m3,m6,m7,m26,m27,m30,m31]",x1 + x0x1 + x1x2 + x0x1x2 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
262,31,5,"[m2,m3,m14,m15,m18,m19,m30,m31]",x1 + x0x1 + x1x2x3 + x0x1x2x3 + x1x4 + x0x1x4 + x1x2x3x4 + x0x1x2x3x4
263,31,5,"[m2,m3,m30,m31]",x1 + x0x1 + x1x2x3x4 + x0x1x2x3x4
264,31,5,"[m2,m3,m10,m11,m22,m23,m30,m31]",x1 + x0x1 + x1x3 + x0x1x3 + x1x2x4 + x0x1x2x4 + x1x2x3x4 + x0x1x2x3x4
