pattern_id,main_mask,degree,exp_list,exp_mons
81,15,4,"[m2,m7,m10,m15]",x1 + x0x1x2 + x1x3 + x0x1x2x3
82,15,4,"[m2,m15]",x1 + x0x1x2x3
83,15,4,"[m2,m6,m11,m15]",x1 + x1x2 + x0x1x3 + x0x1x2x3
84,15,4,"[m1,m3,m5,m7,m9,m11,m13,m15]",x0 + x0x1 + x0x2 + x0x1x2 + x0x3 + x0x1x3 + x0x2x3 + x0x1x2x3
85,15,4,"[m1,m3,m13,m15]",x0 + x0x1 + x0x2x3 + x0x1x2x3
86,15,4,"[m1,m7,m9,m15]",x0 + x0x1x2 + x0x3 + x0x1x2x3
87,15,4,"[m1,m15]",x0 + x0x1x2x3
88,15,4,"[m1,m5,m11,m15]",x0 + x0x2 + x0x1x3 + x0x1x2x3
89,15,4,"[m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15]",1 + x0 + x1 + x0x1 + x2 + x0x2 + x1x2 + x0x1x2 + x3 + x0x3 + x1x3 + x0x1x3 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3
90,15,4,"[m0,m1,m2,m3,m12,m13,m14,m15]",1 + x0 + x1 + x0x1 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3
91,15,4,"[m0,m1,m6,m7,m8,m9,m14,m15]",1 + x0 + x1x2 + x0x1x2 + x3 + x0x3 + x1x2x3 + x0x1x2x3
92,15,4,"[m0,m1,m14,m15]",1 + x0 + x1x2x3 + x0x1x2x3
93,15,4,"[m0,m1,m4,m5,m10,m11,m14,m15]",1 + x0 + x2 + x0x2 + x1x3 + x0x1x3 + x1x2x3 + x0x1x2x3
94,15,4,"[m0,m3,m4,m7,m8,m11,m12,m15]",1 + x0x1 + x2 + x0x1x2 + x3 + x0x1x3 + x2x3 + x0x1x2x3
95,15,4,"[m0,m3,m12,m15]",1 + x0x1 + x2x3 + x0x1x2x3
96,15,4,"[m0,m7,m8,m15]",1 + x0x1x2 + x3 + x0x1x2x3
97,15,4,"[m0,m15]",1 + x0x1x2x3
98,15,4,"[m0,m4,m11,m15]",1 + x2 + x0x1x3 + x0x1x2x3
99,15,4,"[m0,m2,m5,m7,m8,m10,m13,m15]",1 + x1 + x0x2 + x0x1x2 + x3 + x1x3 + x0x2x3 + x0x1x2x3
100,15,4,"[m0,m5,m10,m15]",1 + x0x2 + x1x3 + x0x1x2x3
101,15,4,"[m0,m2,m13,m15]",1 + x1 + x0x2x3 + x0x1x2x3
102,15,4,"[m0,m2,m4,m6,m9,m11,m13,m15]",1 + x1 + x2 + x1x2 + x0x3 + x0x1x3 + x0x2x3 + x0x1x2x3
103,15,4,"[m0,m6,m9,m15]",1 + x1x2 + x0x3 + x0x1x2x3
104,20,2,"[m16,m20]",x4 + x2x4
105,20,2,"[m4,m20]",x2 + x2x4
106,20,2,"[m0,m4,m16,m20]",1 + x2 + x4 + x2x4
107,20,2,"[m0,m20]",1 + x2x4
108,21,3,"[m20,m21]",x2x4 + x0x2x4
109,21,3,"[m17,m21]",x0x4 + x0x2x4
110,21,3,"[m16,m17,m20,m21]",x4 + x0x4 + x2x4 + x0x2x4
111,21,3,"[m16,m21]",x4 + x0x2x4
112,21,3,"[m5,m21]",x0x2 + x0x2x4
113,21,3,"[m4,m5,m20,m21]",x2 + x0x2 + x2x4 + x0x2x4
114,21,3,"[m4,m21]",x2 + x0x2x4
115,21,3,"[m1,m5,m17,m21]",x0 + x0x2 + x0x4 + x0x2x4
116,21,3,"[m1,m21]",x0 + x0x2x4
117,21,3,"[m0,m1,m4,m5,m16,m17,m20,m21]",1 + x0 + x2 + x0x2 + x4 + x0x4 + x2x4 + x0x2x4
118,21,3,"[m0,m1,m20,m21]",1 + x0 + x2x4 + x0x2x4
119,21,3,"[m0,m5,m16,m21]",1 + x0x2 + x4 + x0x2x4
120,21,3,"[m0,m21]",1 + x0x2x4
121,21,3,"[m0,m4,m17,m21]",1 + x2 + x0x4 + x0x2x4
122,28,3,"[m24,m28]",x3x4 + x2x3x4
123,28,3,"[m20,m28]",x2x4 + x2x3x4
124,28,3,"[m16,m20,m24,m28]",x4 + x2x4 + x3x4 + x2x3x4
125,28,3,"[m16,m28]",x4 + x2x3x4
126,28,3,"[m12,m28]",x2x3 + x2x3x4
127,28,3,"[m8,m12,m24,m28]",x3 + x2x3 + x3x4 + x2x3x4
128,28,3,"[m8,m28]",x3 + x2x3x4
129,28,3,"[m4,m12,m20,m28]",x2 + x2x3 + x2x4 + x2x3x4
130,28,3,"[m4,m28]",x2 + x2x3x4
131,28,3,"[m0,m4,m8,m12,m16,m20,m24,m28]",1 + x2 + x3 + x2x3 + x4 + x2x4 + x3x4 + x2x3x4
132,28,3,"[m0,m4,m24,m28]",1 + x2 + x3x4 + x2x3x4
133,28,3,"[m0,m12,m16,m28]",1 + x2x3 + x4 + x2x3x4
134,28,3,"[m0,m28]",1 + x2x3x4
135,28,3,"[m0,m8,m20,m28]",1 + x3 + x2x4 + x2x3x4
136,30,4,"[m28,m30]",x2x3x4 + x1x2x3x4
137,30,4,"[m26,m30]",x1x3x4 + x1x2x3x4
138,30,4,"[m24,m26,m28,m30]",x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
139,30,4,"[m24,m30]",x3x4 + x1x2x3x4
140,30,4,"[m22,m30]",x1x2x4 + x1x2x3x4
141,30,4,"[m20,m22,m28,m30]",x2x4 + x1x2x4 + x2x3x4 + x1x2x3x4
142,30,4,"[m20,m30]",x2x4 + x1x2x3x4
143,30,4,"[m18,m22,m26,m30]",x1x4 + x1x2x4 + x1x3x4 + x1x2x3x4
144,30,4,"[m18,m30]",x1x4 + x1x2x3x4
145,30,4,"[m16,m18,m20,m22,m24,m26,m28,m30]",x4 + x1x4 + x2x4 + x1x2x4 + x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
146,30,4,"[m16,m18,m28,m30]",x4 + x1x4 + x2x3x4 + x1x2x3x4
147,30,4,"[m16,m22,m24,m30]",x4 + x1x2x4 + x3x4 + x1x2x3x4
148,30,4,"[m16,m30]",x4 + x1x2x3x4
149,30,4,"[m16,m20,m26,m30]",x4 + x2x4 + x1x3x4 + x1x2x3x4
150,30,4,"[m14,m30]",x1x2x3 + x1x2x3x4
151,30,4,"[m12,m14,m28,m30]",x2x3 + x1x2x3 + x2x3x4 + x1x2x3x4
152,30,4,"[m12,m30]",x2x3 + x1x2x3x4
153,30,4,"[m10,m14,m26,m30]",x1x3 + x1x2x3 + x1x3x4 + x1x2x3x4
154,30,4,"[m10,m30]",x1x3 + x1x2x3x4
155,30,4,"[m8,m10,m12,m14,m24,m26,m28,m30]",x3 + x1x3 + x2x3 + x1x2x3 + x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
156,30,4,"[m8,m10,m28,m30]",x3 + x1x3 + x2x3x4 + x1x2x3x4
157,30,4,"[m8,m14,m24,m30]",x3 + x1x2x3 + x3x4 + x1x2x3x4
158,30,4,"[m8,m30]",x3 + x1x2x3x4
159,30,4,"[m8,m12,m26,m30]",x3 + x2x3 + x1x3x4 + x1x2x3x4
160,30,4,"[m6,m14,m22,m30]",x1x2 + x1x2x3 + x1x2x4 + x1x2x3x4
161,30,4,"[m6,m30]",x1x2 + x1x2x3x4
162,30,4,"[m4,m6,m12,m14,m20,m22,m28,m30]",x2 + x1x2 + x2x3 + x1x2x3 + x2x4 + x1x2x4 + x2x3x4 + x1x2x3x4
163,30,4,"[m4,m6,m28,m30]",x2 + x1x2 + x2x3x4 + x1x2x3x4
164,30,4,"[m4,m14,m20,m30]",x2 + x1x2x3 + x2x4 + x1x2x3x4
165,30,4,"[m4,m30]",x2 + x1x2x3x4
166,30,4,"[m4,m12,m22,m30]",x2 + x2x3 + x1x2x4 + x1x2x3x4
167,30,4,"[m2,m6,m10,m14,m18,m22,m26,m30]",x1 + x1x2 + x1x3 + x1x2x3 + x1x4 + x1x2x4 + x1x3x4 + x1x2x3x4
168,30,4,"[m2,m6,m26,m30]",x1 + x1x2 + x1x3x4 + x1x2x3x4
169,30,4,"[m2,m14,m18,m30]",x1 + x1x2x3 + x1x4 + x1x2x3x4
170,30,4,"[m2,m30]",x1 + x1x2x3x4
171,30,4,"[m2,m10,m22,m30]",x1 + x1x3 + x1x2x4 + x1x2x3x4
172,30,4,"[m0,m2,m4,m6,m8,m10,m12,m14,m16,m18,m20,m22,m24,m26,m28,m30]",1 + x1 + x2 + x1x2 + x3 + x1x3 + x2x3 + x1x2x3 + x4 + x1x4 + x2x4 + x1x2x4 + x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
173,30,4,"[m0,m2,m4,m6,m24,m26,m28,m30]",1 + x1 + x2 + x1x2 + x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
174,30,4,"[m0,m2,m12,m14,m16,m18,m28,m30]",1 + x1 + x2x3 + x1x2x3 + x4 + x1x4 + x2x3x4 + x1x2x3x4
175,30,4,"[m0,m2,m28,m30]",1 + x1 + x2x3x4 + x1x2x3x4
176,30,4,"[m0,m2,m8,m10,m20,m22,m28,m30]",1 + x1 + x3 + x1x3 + x2x4 + x1x2x4 + x2x3x4 + x1x2x3x4
177,30,4,"[m0,m6,m8,m14,m16,m22,m24,m30]",1 + x1x2 + x3 + x1x2x3 + x4 + x1x2x4 + x3x4 + x1x2x3x4
178,30,4,"[m0,m6,m24,m30]",1 + x1x2 + x3x4 + x1x2x3x4
179,30,4,"[m0,m14,m16,m30]",1 + x1x2x3 + x4 + x1x2x3x4
180,30,4,"[m0,m30]",1 + x1x2x3x4
181,30,4,"[m0,m8,m22,m30]",1 + x3 + x1x2x4 + x1x2x3x4
182,30,4,"[m0,m4,m10,m14,m16,m20,m26,m30]",1 + x2 + x1x3 + x1x2x3 + x4 + x2x4 + x1x3x4 + x1x2x3x4
183,30,4,"[m0,m10,m20,m30]",1 + x1x3 + x2x4 + x1x2x3x4
184,30,4,"[m0,m4,m26,m30]",1 + x2 + x1x3x4 + x1x2x3x4
185,30,4,"[m0,m4,m8,m12,m18,m22,m26,m30]",1 + x2 + x3 + x2x3 + x1x4 + x1x2x4 + x1x3x4 + x1x2x3x4
186,30,4,"[m0,m12,m18,m30]",1 + x2x3 + x1x4 + x1x2x3x4
187,31,5,"[m30,m31]",x1x2x3x4 + x0x1x2x3x4
188,31,5,"[m29,m31]",x0x2x3x4 + x0x1x2x3x4
189,31,5,"[m28,m29,m30,m31]",x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
190,31,5,"[m28,m31]",x2x3x4 + x0x1x2x3x4
191,31,5,"[m27,m31]",x0x1x3x4 + x0x1x2x3x4
192,31,5,"[m26,m27,m30,m31]",x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
193,31,5,"[m26,m31]",x1x3x4 + x0x1x2x3x4
194,31,5,"[m25,m27,m29,m31]",x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
195,31,5,"[m25,m31]",x0x3x4 + x0x1x2x3x4
196,31,5,"[m24,m25,m26,m27,m28,m29,m30,m31]",x3x4 + x0x3x4 + x1x3x4 + x0x1x3x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
197,31,5,"[m24,m25,m30,m31]",x3x4 + x0x3x4 + x1x2x3x4 + x0x1x2x3x4
198,31,5,"[m24,m27,m28,m31]",x3x4 + x0x1x3x4 + x2x3x4 + x0x1x2x3x4
199,31,5,"[m24,m31]",x3x4 + x0x1x2x3x4
200,31,5,"[m24,m26,m29,m31]",x3x4 + x1x3x4 + x0x2x3x4 + x0x1x2x3x4
201,31,5,"[m23,m31]",x0x1x2x4 + x0x1x2x3x4
202,31,5,"[m22,m23,m30,m31]",x1x2x4 + x0x1x2x4 + x1x2x3x4 + x0x1x2x3x4
203,31,5,"[m22,m31]",x1x2x4 + x0x1x2x3x4
204,31,5,"[m21,m23,m29,m31]",x0x2x4 + x0x1x2x4 + x0x2x3x4 + x0x1x2x3x4
205,31,5,"[m21,m31]",x0x2x4 + x0x1x2x3x4
206,31,5,"[m20,m21,m22,m23,m28,m29,m30,m31]",x2x4 + x0x2x4 + x1x2x4 + x0x1x2x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
207,31,5,"[m20,m21,m30,m31]",x2x4 + x0x2x4 + x1x2x3x4 + x0x1x2x3x4
208,31,5,"[m20,m23,m28,m31]",x2x4 + x0x1x2x4 + x2x3x4 + x0x1x2x3x4
209,31,5,"[m20,m31]",x2x4 + x0x1x2x3x4
210,31,5,"[m20,m22,m29,m31]",x2x4 + x1x2x4 + x0x2x3x4 + x0x1x2x3x4
211,31,5,"[m19,m23,m27,m31]",x0x1x4 + x0x1x2x4 + x0x1x3x4 + x0x1x2x3x4
212,31,5,"[m19,m31]",x0x1x4 + x0x1x2x3x4
213,31,5,"[m18,m19,m22,m23,m26,m27,m30,m31]",x1x4 + x0x1x4 + x1x2x4 + x0x1x2x4 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
214,31,5,"[m18,m19,m30,m31]",x1x4 + x0x1x4 + x1x2x3x4 + x0x1x2x3x4
215,31,5,"[m18,m23,m26,m31]",x1x4 + x0x1x2x4 + x1x3x4 + x0x1x2x3x4
216,31,5,"[m18,m31]",x1x4 + x0x1x2x3x4
217,31,5,"[m18,m22,m27,m31]",x1x4 + x1x2x4 + x0x1x3x4 + x0x1x2x3x4
218,31,5,"[m17,m19,m21,m23,m25,m27,m29,m31]",x0x4 + x0x1x4 + x0x2x4 + x0x1x2x4 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
219,31,5,"[m17,m19,m29,m31]",x0x4 + x0x1x4 + x0x2x3x4 + x0x1x2x3x4
220,31,5,"[m17,m23,m25,m31]",x0x4 + x0x1x2x4 + x0x3x4 + x0x1x2x3x4
221,31,5,"[m17,m31]",x0x4 + x0x1x2x3x4
222,31,5,"[m17,m21,m27,m31]",x0x4 + x0x2x4 + x0x1x3x4 + x0x1x2x3x4
223,31,5,"[m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31]",x4 + x0x4 + x1x4 + x0x1x4 + x2x4 + x0x2x4 + x1x2x4 + x0x1x2x4 + x3x4 + x0x3x4 + x1x3x4 + x0x1x3x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
224,31,5,"[m16,m17,m18,m19,m28,m29,m30,m31]",x4 + x0x4 + x1x4 + x0x1x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
225,31,5,"[m16,m17,m22,m23,m24,m25,m30,m31]",x4 + x0x4 + x1x2x4 + x0x1x2x4 + x3x4 + x0x3x4 + x1x2x3x4 + x0x1x2x3x4
226,31,5,"[m16,m17,m30,m31]",x4 + x0x4 + x1x2x3x4 + x0x1x2x3x4
227,31,5,"[m16,m17,m20,m21,m26,m27,m30,m31]",x4 + x0x4 + x2x4 + x0x2x4 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
228,31,5,"[m16,m19,m20,m23,m24,m27,m28,m31]",x4 + x0x1x4 + x2x4 + x0x1x2x4 + x3x4 + x0x1x3x4 + x2x3x4 + x0x1x2x3x4
229,31,5,"[m16,m19,m28,m31]",x4 + x0x1x4 + x2x3x4 + x0x1x2x3x4
230,31,5,"[m16,m23,m24,m31]",x4 + x0x1x2x4 + x3x4 + x0x1x2x3x4
231,31,5,"[m16,m31]",x4 + x0x1x2x3x4
232,31,5,"[m16,m20,m27,m31]",x4 + x2x4 + x0x1x3x4 + x0x1x2x3x4
233,31,5,"[m16,m18,m21,m23,m24,m26,m29,m31]",x4 + x1x4 + x0x2x4 + x0x1x2x4 + x3x4 + x1x3x4 + x0x2x3x4 + x0x1x2x3x4
234,31,5,"[m16,m21,m26,m31]",x4 + x0x2x4 + x1x3x4 + x0x1x2x3x4
235,31,5,"[m16,m18,m29,m31]",x4 + x1x4 + x0x2x3x4 + x0x1x2x3x4
236,31,5,"[m16,m18,m20,m22,m25,m27,m29,m31]",x4 + x1x4 + x2x4 + x1x2x4 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
237,31,5,"[m16,m22,m25,m31]",x4 + x1x2x4 + x0x3x4 + x0x1x2x3x4
238,31,5,"[m15,m31]",x0x1x2x3 + x0x1x2x3x4
239,31,5,"[m14,m15,m30,m31]",x1x2x3 + x0x1x2x3 + x1x2x3x4 + x0x1x2x3x4
240,31,5,"[m14,m31]",x1x2x3 + x0x1x2x3x4
241,31,5,"[m13,m15,m29,m31]",x0x2x3 + x0x1x2x3 + x0x2x3x4 + x0x1x2x3x4
242,31,5,"[m13,m31]",x0x2x3 + x0x1x2x3x4
243,31,5,"[m12,m13,m14,m15,m28,m29,m30,m31]",x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
244,31,5,"[m12,m13,m30,m31]",x2x3 + x0x2x3 + x1x2x3x4 + x0x1x2x3x4
245,31,5,"[m12,m15,m28,m31]",x2x3 + x0x1x2x3 + x2x3x4 + x0x1x2x3x4
246,31,5,"[m12,m31]",x2x3 + x0x1x2x3x4
247,31,5,"[m12,m14,m29,m31]",x2x3 + x1x2x3 + x0x2x3x4 + x0x1x2x3x4
248,31,5,"[m11,m15,m27,m31]",x0x1x3 + x0x1x2x3 + x0x1x3x4 + x0x1x2x3x4
249,31,5,"[m11,m31]",x0x1x3 + x0x1x2x3x4
250,31,5,"[m10,m11,m14,m15,m26,m27,m30,m31]",x1x3 + x0x1x3 + x1x2x3 + x0x1x2x3 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
251,31,5,"[m10,m11,m30,m31]",x1x3 + x0x1x3 + x1x2x3x4 + x0x1x2x3x4
252,31,5,"[m10,m15,m26,m31]",x1x3 + x0x1x2x3 + x1x3x4 + x0x1x2x3x4
253,31,5,"[m10,m31]",x1x3 + x0x1x2x3x4
254,31,5,"[m10,m14,m27,m31]",x1x3 + x1x2x3 + x0x1x3x4 + x0x1x2x3x4
255,31,5,"[m9,m11,m13,m15,m25,m27,m29,m31]",x0x3 + x0x1x3 + x0x2x3 + x0x1x2x3 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
256,31,5,"[m9,m11,m29,m31]",x0x3 + x0x1x3 + x0x2x3x4 + x0x1x2x3x4
257,31,5,"[m9,m15,m25,m31]",x0x3 + x0x1x2x3 + x0x3x4 + x0x1x2x3x4
258,31,5,"[m9,m31]",x0x3 + x0x1x2x3x4
259,31,5,"[m9,m13,m27,m31]",x0x3 + x0x2x3 + x0x1x3x4 + x0x1x2x3x4
260,31,5,"[m8,m9,m10,m11,m12,m13,m14,m15,m24,m25,m26,m27,m28,m29,m30,m31]",x3 + x0x3 + x1x3 + x0x1x3 + x2x3 + x0x2x3 + x1x2x3 + x0x1x2x3 + x3x4 + x0x3x4 + x1x3x4 + x0x1x3x4 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
261,31,5,"[m8,m9,m10,m11,m28,m29,m30,m31]",x3 + x0x3 + x1x3 + x0x1x3 + x2x3x4 + x0x2x3x4 + x1x2x3x4 + x0x1x2x3x4
262,31,5,"[m8,m9,m14,m15,m24,m25,m30,m31]",x3 + x0x3 + x1x2x3 + x0x1x2x3 + x3x4 + x0x3x4 + x1x2x3x4 + x0x1x2x3x4
263,31,5,"[m8,m9,m30,m31]",x3 + x0x3 + x1x2x3x4 + x0x1x2x3x4
264,31,5,"[m8,m9,m12,m13,m26,m27,m30,m31]",x3 + x0x3 + x2x3 + x0x2x3 + x1x3x4 + x0x1x3x4 + x1x2x3x4 + x0x1x2x3x4
265,31,5,"[m8,m11,m12,m15,m24,m27,m28,m31]",x3 + x0x1x3 + x2x3 + x0x1x2x3 + x3x4 + x0x1x3x4 + x2x3x4 + x0x1x2x3x4
266,31,5,"[m8,m11,m28,m31]",x3 + x0x1x3 + x2x3x4 + x0x1x2x3x4
267,31,5,"[m8,m15,m24,m31]",x3 + x0x1x2x3 + x3x4 + x0x1x2x3x4
268,31,5,"[m8,m31]",x3 + x0x1x2x3x4
269,31,5,"[m8,m12,m27,m31]",x3 + x2x3 + x0x1x3x4 + x0x1x2x3x4
270,31,5,"[m8,m10,m13,m15,m24,m26,m29,m31]",x3 + x1x3 + x0x2x3 + x0x1x2x3 + x3x4 + x1x3x4 + x0x2x3x4 + x0x1x2x3x4
271,31,5,"[m8,m13,m26,m31]",x3 + x0x2x3 + x1x3x4 + x0x1x2x3x4
272,31,5,"[m8,m10,m29,m31]",x3 + x1x3 + x0x2x3x4 + x0x1x2x3x4
273,31,5,"[m8,m10,m12,m14,m25,m27,m29,m31]",x3 + x1x3 + x2x3 + x1x2x3 + x0x3x4 + x0x1x3x4 + x0x2x3x4 + x0x1x2x3x4
274,31,5,"[m8,m14,m25,m31]",x3 + x1x2x3 + x0x3x4 + x0x1x2x3x4
275,31,5,"[m7,m15,m23,m31]",x0x1x2 + x0x1x2x3 + x0x1x2x4 + x0x1x2x3x4
276,31,5,"[m7,m31]",x0x1x2 + x0x1x2x3x4
277,31,5,"[m6,m7,m14,m15,m22,m23,m30,m31]",x1x2 + x0x1x2 + x1x2x3 + x0x1x2x3 + x1x2x4 + x0x1x2x4 + x1x2x3x4 + x0x1x2x3x4
