pattern_id,main_mask,degree,exp_list,exp_mons
209,30,4,"[m0,m2,m4,m6,m8,m10,m12,m14,m16,m18,m20,m22,m24,m26,m28,m30]",1 + x1 + x2 + x1x2 + x3 + x1x3 + x2x3 + x1x2x3 + x4 + x1x4 + x2x4 + x1x2x4 + x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
210,30,4,"[m0,m2,m4,m6,m24,m26,m28,m30]",1 + x1 + x2 + x1x2 + x3x4 + x1x3x4 + x2x3x4 + x1x2x3x4
211,30,4,"[m0,m2,m12,m14,m16,m18,m28,m30]",1 + x1 + x2x3 + x1x2x3 + x4 + x1x4 + x2x3x4 + x1x2x3x4
212,30,4,"[m0,m2,m28,m30]",1 + x1 + x2x3x4 + x1x2x3x4
213,30,4,"[m0,m2,m8,m10,m20,m22,m28,m30]",1 + x1 + x3 + x1x3 + x2x4 + x1x2x4 + x2x3x4 + x1x2x3x4
214,30,4,"[m0,m6,m8,m14,m16,m22,m24,m30]",1 + x1x2 + x3 + x1x2x3 + x4 + x1x2x4 + x3x4 + x1x2x3x4
215,30,4,"[m0,m6,m24,m30]",1 + x1x2 + x3x4 + x1x2x3x4
216,30,4,"[m0,m14,m16,m30]",1 + x1x2x3 + x4 + x1x2x3x4
217,30,4,"[m0,m30]",1 + x1x2x3x4
218,30,4,"[m0,m8,m22,m30]",1 + x3 + x1x2x4 + x1x2x3x4
219,30,4,"[m0,m4,m10,m14,m16,m20,m26,m30]",1 + x2 + x1x3 + x1x2x3 + x4 + x2x4 + x1x3x4 + x1x2x3x4
220,30,4,"[m0,m10,m20,m30]",1 + x1x3 + x2x4 + x1x2x3x4
221,30,4,"[m0,m4,m26,m30]",1 + x2 + x1x3x4 + x1x2x3x4
222,30,4,"[m0,m4,m8,m12,m18,m22,m26,m30]",1 + x2 + x3 + x2x3 + x1x4 + x1x2x4 + x1x3x4 + x1x2x3x4
223,30,4,"[m0,m12,m18,m30]",1 + x2x3 + x1x4 + x1x2x3x4
224,35,3,"[m34,m35]",x1x5 + x0x1x5
225,35,3,"[m33,m35]",x0x5 + x0x1x5
226,35,3,"[m32,m33,m34,m35]",x5 + x0x5 + x1x5 + x0x1x5
227,35,3,"[m32,m35]",x5 + x0x1x5
228,35,3,"[m3,m35]",x0x1 + x0x1x5
229,35,3,"[m2,m3,m34,m35]",x1 + x0x1 + x1x5 + x0x1x5
230,35,3,"[m2,m35]",x1 + x0x1x5
231,35,3,"[m1,m3,m33,m35]",x0 + x0x1 + x0x5 + x0x1x5
232,35,3,"[m1,m35]",x0 + x0x1x5
233,35,3,"[m0,m1,m2,m3,m32,m33,m34,m35]",1 + x0 + x1 + x0x1 + x5 + x0x5 + x1x5 + x0x1x5
234,35,3,"[m0,m1,m34,m35]",1 + x0 + x1x5 + x0x1x5
235,35,3,"[m0,m3,m32,m35]",1 + x0x1 + x5 + x0x1x5
236,35,3,"[m0,m35]",1 + x0x1x5
237,35,3,"[m0,m2,m33,m35]",1 + x1 + x0x5 + x0x1x5
238,37,3,"[m36,m37]",x2x5 + x0x2x5
239,37,3,"[m33,m37]",x0x5 + x0x2x5
240,37,3,"[m32,m33,m36,m37]",x5 + x0x5 + x2x5 + x0x2x5
241,37,3,"[m32,m37]",x5 + x0x2x5
242,37,3,"[m5,m37]",x0x2 + x0x2x5
243,37,3,"[m4,m5,m36,m37]",x2 + x0x2 + x2x5 + x0x2x5
244,37,3,"[m4,m37]",x2 + x0x2x5
245,37,3,"[m1,m5,m33,m37]",x0 + x0x2 + x0x5 + x0x2x5
246,37,3,"[m1,m37]",x0 + x0x2x5
247,37,3,"[m0,m1,m4,m5,m32,m33,m36,m37]",1 + x0 + x2 + x0x2 + x5 + x0x5 + x2x5 + x0x2x5
248,37,3,"[m0,m1,m36,m37]",1 + x0 + x2x5 + x0x2x5
249,37,3,"[m0,m5,m32,m37]",1 + x0x2 + x5 + x0x2x5
250,37,3,"[m0,m37]",1 + x0x2x5
251,37,3,"[m0,m4,m33,m37]",1 + x2 + x0x5 + x0x2x5
252,40,2,"[m32,m40]",x5 + x3x5
253,40,2,"[m8,m40]",x3 + x3x5
254,40,2,"[m0,m8,m32,m40]",1 + x3 + x5 + x3x5
255,40,2,"[m0,m40]",1 + x3x5
256,41,3,"[m40,m41]",x3x5 + x0x3x5
257,41,3,"[m33,m41]",x0x5 + x0x3x5
258,41,3,"[m32,m33,m40,m41]",x5 + x0x5 + x3x5 + x0x3x5
259,41,3,"[m32,m41]",x5 + x0x3x5
260,41,3,"[m9,m41]",x0x3 + x0x3x5
261,41,3,"[m8,m9,m40,m41]",x3 + x0x3 + x3x5 + x0x3x5
262,41,3,"[m8,m41]",x3 + x0x3x5
263,41,3,"[m1,m9,m33,m41]",x0 + x0x3 + x0x5 + x0x3x5
264,41,3,"[m1,m41]",x0 + x0x3x5
265,41,3,"[m0,m1,m8,m9,m32,m33,m40,m41]",1 + x0 + x3 + x0x3 + x5 + x0x5 + x3x5 + x0x3x5
266,41,3,"[m0,m1,m40,m41]",1 + x0 + x3x5 + x0x3x5
267,41,3,"[m0,m9,m32,m41]",1 + x0x3 + x5 + x0x3x5
268,41,3,"[m0,m41]",1 + x0x3x5
269,41,3,"[m0,m8,m33,m41]",1 + x3 + x0x5 + x0x3x5
270,44,3,"[m40,m44]",x3x5 + x2x3x5
271,44,3,"[m36,m44]",x2x5 + x2x3x5
272,44,3,"[m32,m36,m40,m44]",x5 + x2x5 + x3x5 + x2x3x5
273,44,3,"[m32,m44]",x5 + x2x3x5
274,44,3,"[m12,m44]",x2x3 + x2x3x5
275,44,3,"[m8,m12,m40,m44]",x3 + x2x3 + x3x5 + x2x3x5
276,44,3,"[m8,m44]",x3 + x2x3x5
277,44,3,"[m4,m12,m36,m44]",x2 + x2x3 + x2x5 + x2x3x5
278,44,3,"[m4,m44]",x2 + x2x3x5
279,44,3,"[m0,m4,m8,m12,m32,m36,m40,m44]",1 + x2 + x3 + x2x3 + x5 + x2x5 + x3x5 + x2x3x5
280,44,3,"[m0,m4,m40,m44]",1 + x2 + x3x5 + x2x3x5
281,44,3,"[m0,m12,m32,m44]",1 + x2x3 + x5 + x2x3x5
282,44,3,"[m0,m44]",1 + x2x3x5
283,44,3,"[m0,m8,m36,m44]",1 + x3 + x2x5 + x2x3x5
284,45,4,"[m44,m45]",x2x3x5 + x0x2x3x5
285,45,4,"[m41,m45]",x0x3x5 + x0x2x3x5
286,45,4,"[m40,m41,m44,m45]",x3x5 + x0x3x5 + x2x3x5 + x0x2x3x5
287,45,4,"[m40,m45]",x3x5 + x0x2x3x5
288,45,4,"[m37,m45]",x0x2x5 + x0x2x3x5
289,45,4,"[m36,m37,m44,m45]",x2x5 + x0x2x5 + x2x3x5 + x0x2x3x5
290,45,4,"[m36,m45]",x2x5 + x0x2x3x5
291,45,4,"[m33,m37,m41,m45]",x0x5 + x0x2x5 + x0x3x5 + x0x2x3x5
292,45,4,"[m33,m45]",x0x5 + x0x2x3x5
293,45,4,"[m32,m33,m36,m37,m40,m41,m44,m45]",x5 + x0x5 + x2x5 + x0x2x5 + x3x5 + x0x3x5 + x2x3x5 + x0x2x3x5
294,45,4,"[m32,m33,m44,m45]",x5 + x0x5 + x2x3x5 + x0x2x3x5
295,45,4,"[m32,m37,m40,m45]",x5 + x0x2x5 + x3x5 + x0x2x3x5
296,45,4,"[m32,m45]",x5 + x0x2x3x5
297,45,4,"[m32,m36,m41,m45]",x5 + x2x5 + x0x3x5 + x0x2x3x5
298,45,4,"[m13,m45]",x0x2x3 + x0x2x3x5
299,45,4,"[m12,m13,m44,m45]",x2x3 + x0x2x3 + x2x3x5 + x0x2x3x5
300,45,4,"[m12,m45]",x2x3 + x0x2x3x5
301,45,4,"[m9,m13,m41,m45]",x0x3 + x0x2x3 + x0x3x5 + x0x2x3x5
302,45,4,"[m9,m45]",x0x3 + x0x2x3x5
303,45,4,"[m8,m9,m12,m13,m40,m41,m44,m45]",x3 + x0x3 + x2x3 + x0x2x3 + x3x5 + x0x3x5 + x2x3x5 + x0x2x3x5
304,45,4,"[m8,m9,m44,m45]",x3 + x0x3 + x2x3x5 + x0x2x3x5
305,45,4,"[m8,m13,m40,m45]",x3 + x0x2x3 + x3x5 + x0x2x3x5
306,45,4,"[m8,m45]",x3 + x0x2x3x5
307,45,4,"[m8,m12,m41,m45]",x3 + x2x3 + x0x3x5 + x0x2x3x5
308,45,4,"[m5,m13,m37,m45]",x0x2 + x0x2x3 + x0x2x5 + x0x2x3x5
309,45,4,"[m5,m45]",x0x2 + x0x2x3x5
310,45,4,"[m4,m5,m12,m13,m36,m37,m44,m45]",x2 + x0x2 + x2x3 + x0x2x3 + x2x5 + x0x2x5 + x2x3x5 + x0x2x3x5
311,45,4,"[m4,m5,m44,m45]",x2 + x0x2 + x2x3x5 + x0x2x3x5
312,45,4,"[m4,m13,m36,m45]",x2 + x0x2x3 + x2x5 + x0x2x3x5
313,45,4,"[m4,m45]",x2 + x0x2x3x5
